Id,Predicted
10434,0.421576
14265,0.084736
14836,0.982553
5609,0.269337
14676,0.079332
14361,0.975449
2418,0.956434
8676,0.956234
7188,0.977030
17349,0.951016
10339,0.100534
4627,0.061344
11239,0.964077
17293,0.066037
10034,0.968043
14151,0.045071
6972,0.071198
14596,0.111709
7108,0.158207
15396,0.201311
12880,0.946227
2359,0.968367
7321,0.980482
9109,0.079247
2176,0.862573
5869,0.042119
2534,0.053704
3912,0.053763
11943,0.968620
7272,0.972388
6128,0.070539
15272,0.974180
4902,0.079107
6546,0.109996
6781,0.930633
7009,0.036644
5477,0.976628
6436,0.037713
14727,0.976620
7032,0.960795
17253,0.067350
5465,0.965614
5190,0.063860
14128,0.049286
5773,0.169072
14772,0.067466
11603,0.954107
17184,0.113541
1034,0.037664
7613,0.036278
15334,0.976381
13142,0.071441
15797,0.968403
7002,0.954583
10104,0.060851
13167,0.118720
2249,0.129295
9110,0.945898
5519,0.041678
12145,0.055210
3214,0.041254
8844,0.039960
17824,0.045034
7256,0.959919
17235,0.950399
8190,0.059857
1046,0.977306
16480,0.942463
13069,0.065347
14830,0.046606
17620,0.928743
8850,0.048986
1199,0.047934
11252,0.985283
15088,0.051082
12261,0.052149
7413,0.956735
7233,0.185876
3012,0.970459
17727,0.974517
16438,0.062043
3038,0.974531
4289,0.047218
15806,0.971026
13317,0.053941
10211,0.974489
2812,0.142328
4007,0.095280
5933,0.070285
15512,0.125683
9323,0.057903
8898,0.048978
3041,0.085043
6914,0.938116
14806,0.199279
685,0.050929
4812,0.973963
3948,0.049772
5027,0.972355
11226,0.054145
9767,0.964392
2043,0.089273
12174,0.911975
5440,0.063979
13237,0.042049
1025,0.946939
15418,0.976432
3368,0.947379
7921,0.055503
2990,0.960988
9730,0.088301
9768,0.980664
17083,0.064956
4616,0.926275
14846,0.038944
1812,0.053134
15619,0.973449
1720,0.975138
10239,0.079141
11093,0.041523
5283,0.083635
16940,0.040636
1270,0.974788
11383,0.169136
12124,0.959710
12545,0.047930
3962,0.055935
3784,0.852936
6708,0.049590
5605,0.060272
1298,0.975329
6497,0.052885
17171,0.064428
14493,0.076584
16059,0.068935
7073,0.041138
4476,0.854735
4572,0.074939
15583,0.973031
3139,0.971158
14194,0.054053
6762,0.042968
11850,0.156768
6612,0.217712
14657,0.964001
12560,0.085513
9726,0.092879
4436,0.961518
13957,0.974153
13273,0.049640
5209,0.042906
12331,0.970140
16409,0.938497
5631,0.099824
6321,0.192050
15620,0.963329
3446,0.966657
16141,0.085076
5280,0.947259
8294,0.046960
13445,0.048557
6921,0.064968
16627,0.963323
16604,0.945788
2248,0.977033
9492,0.963612
10429,0.075852
13985,0.237950
17206,0.041193
5456,0.038229
10433,0.090266
14815,0.973786
16581,0.054254
17033,0.896908
10279,0.047829
13404,0.072446
11497,0.295847
11268,0.097417
11409,0.037010
14250,0.062965
15569,0.079419
6794,0.932411
11176,0.053534
2457,0.963863
5317,0.035590
16453,0.075068
10898,0.815699
1965,0.069819
15800,0.106200
5486,0.081308
13899,0.922099
14544,0.905019
13074,0.905735
11263,0.109216
16407,0.164242
12736,0.055987
3762,0.089926
4300,0.928891
6446,0.038576
12492,0.145796
16669,0.045612
3719,0.037773
11722,0.185365
4783,0.966659
6652,0.058913
7148,0.973787
3781,0.780288
16532,0.924160
12200,0.968181
13040,0.958748
14461,0.037667
10349,0.975782
3423,0.043893
4041,0.970787
14208,0.205467
8417,0.933919
15578,0.969348
16250,0.058026
11499,0.862309
9091,0.063415
11640,0.958101
12303,0.055356
3020,0.061768
16459,0.045945
1799,0.037506
9655,0.074713
2214,0.059073
6293,0.045730
7436,0.969108
4113,0.959394
8263,0.138660
3605,0.047144
3375,0.191284
13858,0.967813
13952,0.079594
4434,0.224212
2469,0.968522
13201,0.067834
4372,0.051991
431,0.094951
2029,0.077175
7175,0.937958
6539,0.046205
1931,0.961904
12018,0.280088
13569,0.219239
17810,0.111994
13843,0.966008
7816,0.108766
6595,0.968082
16828,0.093229
14997,0.961658
7554,0.174185
17160,0.118800
9108,0.971846
15004,0.970119
6535,0.087036
8233,0.084651
5921,0.969687
8571,0.976893
49,0.963680
798,0.077827
1224,0.980314
16082,0.972933
12956,0.096388
6572,0.051652
10912,0.979873
11448,0.046720
10310,0.038576
5038,0.969515
7579,0.049590
13364,0.039561
15003,0.091293
8587,0.060886
13869,0.974196
9874,0.951853
3992,0.181594
9707,0.070999
15169,0.975620
16655,0.954160
7752,0.969620
15365,0.975263
3243,0.970984
17615,0.042882
14341,0.036644
10042,0.042006
16108,0.226876
7799,0.100977
13859,0.055557
11058,0.070483
15746,0.963707
15150,0.973803
14833,0.968858
10331,0.041061
7395,0.042630
17640,0.055503
10969,0.097336
13105,0.067483
16911,0.060933
17854,0.071498
2436,0.040464
12556,0.038576
6651,0.896363
6200,0.956316
9289,0.956859
5046,0.972146
2448,0.054042
916,0.967839
13481,0.977414
5623,0.337154
2515,0.039823
14349,0.986591
14939,0.045103
10819,0.972754
3939,0.906716
13478,0.971059
16377,0.051652
5764,0.047686
4679,0.067883
12222,0.980041
14979,0.087918
9278,0.223524
15811,0.060454
12373,0.042968
12393,0.059617
10978,0.080040
1589,0.967898
17269,0.962653
5492,0.044145
369,0.952809
12595,0.077960
1826,0.343831
9586,0.050544
9239,0.971697
10842,0.049595
14228,0.042375
2807,0.973405
16690,0.761298
12915,0.061480
16095,0.943056
15130,0.972062
2000,0.979304
11865,0.975727
6587,0.087583
12537,0.037664
12424,0.981016
11518,0.055888
16497,0.104039
4640,0.105295
2811,0.046495
10897,0.057110
14993,0.114617
7152,0.105231
4280,0.077390
1497,0.964373
43,0.135640
11644,0.038884
10089,0.918156
13636,0.951963
3696,0.131401
15596,0.192136
7683,0.916023
2024,0.047837
12856,0.122209
7708,0.073627
7749,0.972775
498,0.040585
6752,0.965577
7055,0.968779
14180,0.040854
8848,0.974502
11079,0.977158
4516,0.974261
12703,0.119072
503,0.050828
11148,0.085676
2454,0.041201
10718,0.089504
11198,0.140100
2126,0.065574
17862,0.111382
16276,0.036644
2422,0.967712
3303,0.066402
11018,0.067739
12138,0.059589
474,0.973118
11378,0.169374
7802,0.957812
15940,0.058445
15395,0.077509
12869,0.966281
17183,0.969119
1524,0.051474
4047,0.058208
5142,0.968575
433,0.905884
2853,0.054848
12108,0.177588
189,0.963931
1895,0.036644
5949,0.062077
5457,0.038499
9690,0.062653
4712,0.043130
3296,0.044904
9698,0.971584
4062,0.917497
4109,0.042375
11358,0.950918
15456,0.935399
11332,0.058328
8827,0.055864
16496,0.090806
12317,0.974676
7951,0.969567
10682,0.970969
7705,0.072028
17568,0.059861
6586,0.080871
1363,0.978062
17496,0.033828
7038,0.969580
1732,0.101151
6737,0.976114
7892,0.134342
6987,0.254037
17405,0.971512
6486,0.891908
5362,0.957942
14816,0.126019
17048,0.045197
12281,0.088546
2586,0.964446
12951,0.936776
17847,0.073520
424,0.964265
3829,0.242610
490,0.044439
10626,0.322830
11130,0.047899
3015,0.064968
12865,0.961020
5987,0.976533
6397,0.039208
9941,0.967824
13982,0.964216
17401,0.076353
10021,0.961600
1017,0.054219
8309,0.059511
9198,0.056333
8453,0.062066
2622,0.035626
5222,0.974624
2039,0.059620
8678,0.060674
4172,0.981431
11400,0.120560
9972,0.112045
7566,0.042130
3508,0.101100
1780,0.964989
15274,0.976368
17582,0.122827
16149,0.036644
1144,0.049234
7679,0.045600
2302,0.442096
15409,0.111555
9798,0.977672
6171,0.062180
11186,0.973633
17660,0.889185
8912,0.082168
3484,0.035590
12573,0.097446
3697,0.039729
2286,0.974999
1547,0.038971
10876,0.094311
13630,0.047051
2635,0.971582
12269,0.047051
5589,0.068133
6252,0.035907
15775,0.965663
2867,0.058312
7238,0.042375
14716,0.977270
1051,0.055750
204,0.968723
8277,0.055452
15612,0.088867
15235,0.975263
12749,0.051520
14116,0.106934
4332,0.943317
2429,0.180895
10442,0.053941
15502,0.043477
10267,0.090407
10418,0.038040
7353,0.170311
3688,0.054894
1913,0.908479
14837,0.090901
421,0.037664
5006,0.063477
17705,0.077453
1922,0.975496
3299,0.178921
9763,0.981428
4316,0.081355
7156,0.176688
10192,0.091334
11670,0.161195
9958,0.119646
17073,0.100951
2401,0.960552
16008,0.869429
16745,0.125448
3793,0.065515
10877,0.974085
11912,0.070491
3388,0.048400
9131,0.962447
113,0.049449
9517,0.982189
2219,0.960993
11576,0.966135
17498,0.954081
16048,0.078427
2656,0.050075
8498,0.965174
141,0.963105
1229,0.324754
14402,0.957812
17693,0.184862
14078,0.048115
12165,0.175966
638,0.122577
2394,0.058060
11555,0.081627
9018,0.089749
13082,0.089613
321,0.969149
9727,0.092879
984,0.955068
9134,0.130204
8747,0.303169
3217,0.054951
14408,0.831496
15526,0.045188
1794,0.084236
6176,0.140895
13582,0.960732
4585,0.039699
5676,0.148694
8325,0.898587
8291,0.042375
17805,0.064750
2551,0.982055
528,0.045710
14258,0.056705
12237,0.037667
9549,0.099383
2760,0.049359
6578,0.950274
13110,0.092168
15042,0.969523
8275,0.081569
13560,0.092477
11224,0.042116
4135,0.051880
15852,0.979165
2223,0.969037
7140,0.048008
12182,0.971475
16858,0.059533
13929,0.043057
5025,0.065177
6352,0.147399
11930,0.108294
12758,0.049427
15113,0.956462
11164,0.972081
9810,0.043743
2324,0.182443
2947,0.067228
1945,0.063415
14987,0.914655
16599,0.066166
6266,0.055694
10197,0.123635
7463,0.084822
3660,0.845827
6657,0.092030
3364,0.975857
7740,0.058065
461,0.963897
11520,0.094430
11960,0.952004
13417,0.042968
17503,0.045871
10719,0.043010
11878,0.956873
4244,0.977249
9837,0.914557
14163,0.075967
8858,0.081327
8922,0.106590
3843,0.968227
17103,0.088538
12714,0.264411
601,0.973153
7469,0.070510
17715,0.058886
5686,0.969408
3973,0.974453
7324,0.063494
16898,0.087402
8831,0.100279
8322,0.042367
8175,0.249795
10113,0.909374
5886,0.059184
17707,0.959985
1531,0.970873
2596,0.963105
10014,0.974372
7957,0.869429
9908,0.978708
7658,0.054983
2114,0.169688
4166,0.979943
16579,0.056030
13376,0.963768
11273,0.761916
5682,0.055570
10315,0.087974
4553,0.058830
1253,0.047527
8821,0.093178
17102,0.924324
8765,0.237343
13137,0.965048
6150,0.919803
6315,0.068341
13131,0.038208
4622,0.956249
6603,0.966635
961,0.079541
11804,0.975277
16259,0.041928
9431,0.972913
606,0.980479
17450,0.132087
14483,0.966995
1491,0.971253
17626,0.961312
12808,0.111727
6504,0.932647
548,0.166993
7835,0.108280
16937,0.067387
10227,0.063415
11911,0.966632
15471,0.037832
5792,0.036644
5712,0.969123
13731,0.968285
9720,0.315822
17001,0.066905
4117,0.053883
7879,0.072946
15626,0.960611
9518,0.051212
4359,0.050038
4361,0.913378
16651,0.077919
14069,0.098106
6680,0.058065
8714,0.108534
6473,0.067994
843,0.971367
9600,0.046075
16044,0.974448
6073,0.062043
9367,0.062345
16541,0.093434
15933,0.076444
3325,0.079569
7367,0.045294
186,0.072018
13837,0.064002
6580,0.968710
3808,0.043477
12197,0.046461
8441,0.107752
306,0.133789
4595,0.947207
13262,0.969314
12795,0.076353
7533,0.961694
5845,0.916755
9971,0.050995
3122,0.974855
1395,0.916605
8502,0.173315
12176,0.062709
2849,0.035842
4725,0.044965
15546,0.952075
10300,0.059570
2404,0.046165
7437,0.915050
12204,0.044270
3898,0.944653
1549,0.605815
7435,0.066037
2829,0.056920
3755,0.038040
12309,0.964763
3724,0.770898
3611,0.931810
1646,0.965774
8198,0.053888
9100,0.108542
770,0.089676
4091,0.093620
5143,0.943213
3271,0.080871
17060,0.970627
15907,0.042375
3346,0.039766
4368,0.045013
13190,0.973696
8456,0.039093
7322,0.060851
5342,0.155523
6064,0.063415
515,0.037664
10229,0.106311
16665,0.957736
17561,0.912359
15076,0.971188
12495,0.038944
5670,0.054350
3689,0.040981
16673,0.970105
13139,0.977241
13533,0.111254
16492,0.059487
9066,0.975341
14215,0.038040
16881,0.043483
14508,0.973109
4035,0.079141
5031,0.048098
10714,0.963032
8405,0.095663
2719,0.971849
12585,0.967988
9033,0.073430
13931,0.959389
7793,0.053999
6440,0.058160
11127,0.068957
7347,0.047687
13267,0.973528
2704,0.046606
9107,0.119646
12947,0.093993
12120,0.062523
6905,0.042985
9201,0.105341
664,0.051804
14856,0.150369
8634,0.041369
4632,0.953534
5012,0.119360
13345,0.940089
14777,0.042314
9926,0.067597
15695,0.075028
16534,0.046242
17611,0.060933
15614,0.970604
7519,0.968811
3855,0.086928
714,0.077415
12730,0.062896
4845,0.042375
5644,0.060576
1394,0.741452
13577,0.082277
17089,0.922799
11089,0.962900
5005,0.975496
7394,0.108947
13307,0.059456
5982,0.117989
11560,0.058044
477,0.971192
6156,0.067764
7981,0.044939
9179,0.089613
15634,0.060148
11753,0.958443
9886,0.959134
10038,0.967360
7045,0.074675
8262,0.042375
3206,0.623120
2481,0.036644
13271,0.059250
16293,0.115601
8814,0.072263
8006,0.949549
10983,0.338136
8131,0.051652
14529,0.975607
1942,0.963563
12771,0.937209
91,0.041138
10544,0.041829
3239,0.099474
2959,0.065926
6302,0.041798
9872,0.152654
14497,0.036644
11165,0.043010
3577,0.472795
9647,0.977928
10618,0.054983
14509,0.960984
10236,0.971094
16254,0.057004
17535,0.066940
7343,0.972299
8427,0.978007
13319,0.968867
17610,0.084537
1374,0.092698
5254,0.086460
4580,0.069066
13919,0.099824
5744,0.125221
9607,0.108546
4695,0.050250
5541,0.968950
3653,0.093228
4643,0.042375
15464,0.042290
11887,0.202297
16850,0.062312
10206,0.039997
9218,0.080467
3908,0.054983
9228,0.964632
14639,0.051134
7366,0.152853
2911,0.122998
6478,0.052783
11129,0.043973
2107,0.974734
15060,0.973351
17382,0.049446
13255,0.047652
3561,0.060825
10589,0.976197
3414,0.982517
434,0.038889
8707,0.096134
6688,0.849319
3144,0.085045
14048,0.305494
12657,0.046423
1616,0.910730
12436,0.077119
224,0.984407
405,0.823731
5945,0.039647
6116,0.080871
3915,0.163696
9092,0.089676
11659,0.127014
13780,0.102804
15728,0.213340
14725,0.138131
16555,0.159626
12232,0.950124
1779,0.110799
2600,0.044404
14348,0.135688
8008,0.980019
16372,0.042375
13011,0.039748
13835,0.087438
17108,0.105395
17718,0.052973
17335,0.974757
6864,0.048428
12700,0.974392
1901,0.066295
6880,0.100912
5808,0.037664
11839,0.072028
2094,0.105277
4194,0.106747
66,0.052221
1795,0.978534
37,0.038884
5770,0.047647
17666,0.975908
1292,0.104867
15435,0.952618
2766,0.975448
13598,0.320036
13977,0.052783
9200,0.102602
11558,0.054061
11802,0.073355
16170,0.420146
16257,0.073192
4537,0.969103
14573,0.102877
3392,0.967582
15177,0.924692
1966,0.081455
936,0.963496
8415,0.049772
12507,0.962451
1048,0.948118
12922,0.119858
16184,0.965897
4860,0.066977
1258,0.157857
6079,0.924692
6605,0.057892
16841,0.123629
4479,0.945156
2761,0.921362
9333,0.183263
7268,0.966899
12757,0.038305
14329,0.059620
6879,0.964188
13304,0.071874
16060,0.054631
5620,0.075291
15018,0.974688
4962,0.937290
14371,0.964533
15112,0.976250
16026,0.973555
13114,0.067818
12284,0.055836
6801,0.961182
5259,0.129733
2519,0.040606
1162,0.060886
13295,0.039345
13940,0.354937
16248,0.970195
11297,0.064627
5970,0.978619
2406,0.047048
16462,0.931334
10608,0.941207
14660,0.062736
2938,0.953749
2268,0.973890
14921,0.977224
4104,0.070763
3869,0.938224
16098,0.039241
630,0.967237
9042,0.982645
15246,0.980390
11455,0.039650
15166,0.973022
1669,0.823213
4396,0.964818
11866,0.093466
12926,0.885703
6494,0.953495
15500,0.958504
17664,0.076576
16118,0.964294
1858,0.961822
17586,0.965743
6502,0.052267
15087,0.975131
10304,0.956633
196,0.036253
4126,0.045370
68,0.074079
3545,0.047135
9731,0.212521
9191,0.038499
9489,0.910067
16107,0.085855
10560,0.116547
9305,0.974886
3673,0.981766
14742,0.049098
8347,0.058610
11131,0.947061
14072,0.050072
5545,0.960795
3702,0.976825
12465,0.111236
3021,0.965663
10133,0.121218
14498,0.043477
5062,0.058160
16223,0.083570
16725,0.078114
17181,0.970448
17720,0.954426
13269,0.972098
17345,0.045170
6833,0.079913
3797,0.061606
4378,0.041863
11146,0.046930
7247,0.067766
9496,0.962687
2922,0.957853
3100,0.108711
6087,0.066037
16516,0.071669
10583,0.943540
3891,0.059620
16150,0.076048
15040,0.975263
15327,0.975475
9123,0.942083
15989,0.977515
1232,0.037175
10820,0.073157
3176,0.037458
1053,0.072723
350,0.968044
13372,0.973264
9005,0.964756
17673,0.040254
16894,0.961937
4513,0.049461
12444,0.088363
15810,0.109642
9929,0.063821
5665,0.659059
6277,0.331478
1311,0.981540
17264,0.062018
3516,0.340606
16458,0.964108
7234,0.960675
13615,0.072569
4169,0.971367
739,0.173983
17651,0.973999
8121,0.048228
10432,0.042882
4883,0.071638
3069,0.980710
16443,0.963294
4498,0.037037
9928,0.961607
553,0.102531
5795,0.043926
16829,0.967063
7825,0.970243
15638,0.964768
14901,0.067639
14472,0.968802
12287,0.936657
7495,0.071657
4221,0.858298
5247,0.089947
11156,0.953811
11464,0.229528
5089,0.134376
17028,0.795368
13755,0.956871
2746,0.980678
17536,0.952608
16552,0.055167
9204,0.921304
3865,0.057699
12282,0.978284
3168,0.944905
6743,0.040814
9554,0.964192
13026,0.074419
3674,0.971497
8726,0.054983
5322,0.961853
11172,0.071570
4045,0.084991
16268,0.042776
16142,0.075295
15390,0.057325
17406,0.050980
16747,0.899169
17120,0.959904
16015,0.088481
12470,0.965319
2677,0.971276
11024,0.054991
149,0.984802
9494,0.062201
308,0.978824
2662,0.967660
10781,0.049590
12516,0.101918
14330,0.926594
10765,0.055861
9468,0.569813
8184,0.067524
6347,0.093710
14739,0.036644
13621,0.058126
9907,0.978556
2509,0.079874
1946,0.958227
11219,0.901436
10008,0.126703
16411,0.051100
5799,0.064430
2554,0.941765
4136,0.053205
9692,0.073278
10233,0.058274
1482,0.060596
6249,0.144794
7561,0.043201
16631,0.124701
5335,0.079141
6375,0.972974
14104,0.951740
17687,0.135650
9439,0.963314
4151,0.154276
11599,0.046623
3893,0.068453
829,0.975158
11972,0.298062
7610,0.060674
16710,0.960863
16683,0.983425
6233,0.129982
11547,0.092288
14182,0.065335
12510,0.059620
3216,0.175901
247,0.080871
10599,0.973785
10493,0.071657
15667,0.038576
13541,0.066806
2775,0.041318
12690,0.963942
10172,0.085076
4781,0.103096
5166,0.103344
999,0.983427
5371,0.088591
7733,0.081455
1728,0.135298
6901,0.071854
14369,0.077927
11751,0.042210
4064,0.931252
10957,0.039953
7344,0.646711
10193,0.051697
12385,0.936741
4383,0.041532
14996,0.039057
14636,0.038917
13451,0.952894
16019,0.064627
2463,0.968280
9237,0.046444
6416,0.076625
10666,0.070033
315,0.905118
533,0.911826
9050,0.059741
12877,0.885951
5629,0.057370
12663,0.075978
5213,0.407574
6308,0.980761
10460,0.831601
7714,0.090300
1370,0.058691
15887,0.880909
1204,0.057513
13802,0.090901
9077,0.960213
10488,0.059897
11534,0.126501
14631,0.969497
5229,0.075961
11681,0.929325
10631,0.102142
112,0.976658
12458,0.049398
14730,0.974816
16921,0.066919
17081,0.128940
9206,0.280547
8932,0.977071
10499,0.099824
8172,0.198358
3279,0.088671
4485,0.040815
2687,0.042367
3452,0.139862
1505,0.064322
7150,0.962934
835,0.957612
11614,0.059620
17104,0.105941
5789,0.960839
12208,0.041965
7828,0.057361
17292,0.062681
354,0.961475
319,0.094042
6818,0.192499
17032,0.145219
4441,0.046263
11554,0.974556
8886,0.962449
1745,0.067738
8752,0.957897
2198,0.972820
4254,0.044038
5610,0.085918
15532,0.077479
7745,0.972081
12371,0.052294
12676,0.947777
17391,0.077543
5011,0.969734
13015,0.181889
10240,0.079881
6962,0.145522
7619,0.297936
9835,0.952707
13753,0.037353
5116,0.457376
5823,0.056382
17769,0.815444
8970,0.036320
4550,0.095273
6870,0.111331
11504,0.161982
5556,0.948242
8462,0.077119
12451,0.083580
13515,0.977286
8248,0.097238
10960,0.966530
7132,0.104154
7983,0.973706
10410,0.091001
3440,0.973034
14447,0.089814
14356,0.079464
6117,0.959847
11759,0.115023
5625,0.871520
13943,0.054925
3473,0.975235
6956,0.037410
11048,0.890887
11536,0.963016
3913,0.971227
10792,0.074419
4723,0.970000
16,0.073760
12245,0.114036
12586,0.964538
7336,0.056843
1384,0.107641
17238,0.098095
5726,0.974845
13499,0.069363
9371,0.922272
3823,0.978920
14915,0.970195
7848,0.976776
703,0.110907
3017,0.095776
3312,0.073920
14791,0.043409
1463,0.068810
3778,0.972951
1019,0.972338
33,0.965328
2357,0.034870
329,0.970811
10363,0.068385
12534,0.888852
5804,0.938466
13288,0.960751
7796,0.057081
6038,0.049380
4038,0.081351
9071,0.059620
12934,0.922445
137,0.066320
5086,0.040028
2087,0.048690
11299,0.036397
16607,0.956149
1760,0.069066
17065,0.966694
13493,0.956234
17755,0.881005
6032,0.063053
7930,0.058977
11091,0.069964
12090,0.203060
10893,0.045261
3493,0.069779
10035,0.111051
9755,0.085712
7973,0.049772
17115,0.123015
10610,0.064956
485,0.967213
763,0.043448
8107,0.106914
17424,0.048652
7528,0.972081
14907,0.961826
14762,0.162477
10843,0.064177
13236,0.860411
11392,0.080871
3324,0.043168
15306,0.974308
3680,0.960184
4830,0.045188
4549,0.959997
848,0.967844
12106,0.038671
4567,0.077479
15877,0.932481
15690,0.914580
16429,0.063477
6772,0.060714
6411,0.077119
6069,0.949997
195,0.101411
459,0.036644
13538,0.909927
2016,0.079913
15035,0.968849
12655,0.964090
1405,0.247959
2164,0.050980
898,0.982592
5678,0.963206
8757,0.046408
5277,0.085780
8602,0.970986
1839,0.066281
398,0.961475
12752,0.055987
1818,0.040850
1042,0.046795
14053,0.051225
9000,0.971816
14643,0.974178
15107,0.972264
14963,0.052885
